txn_id,branch,city,amount,transaction_type,status,timestamp
T728269,Branch 4,Delhi,3720.18,Deposit,Failed,2025-04-04 23:33:02.532735
T214816,Branch 4,Delhi,,Failed,Failed,2025-04-01 18:53:19.232841
T945348,Branch 4,Delhi,2701.56,Deposit,Failed,2025-04-01 20:38:51.637810
T216674,Branch 4,Delhi,3502.55,Failed,Failed,2025-04-01 00:57:52.413942
T484441,,,,Withdrawal,Success,2025-04-04 08:47:15.397128
T722319,Branch 4,Delhi,3228.19,Deposit,Success,2025-04-02 01:48:34.103602
T387944,Branch 4,Delhi,4524.81,Failed,Success,2025-04-05 11:27:23.700205
T190121,Branch 4,Delhi,3069.71,Failed,Failed,2025-04-06 23:53:11.566447
T258443,Branch 4,Delhi,,,Failed,2025-04-04 20:09:10.909121
T954565,Branch 4,Delhi,3257.14,Failed,Failed,2025-04-06 10:27:47.303709
,Branch 4,Delhi,3341.74,Transfer,Failed,2025-04-07 19:04:28.996129
T657118,Branch 4,Delhi,1689.4,Withdrawal,Success,2025-04-06 07:53:13.164113
T906114,Branch 4,Delhi,104.7,Deposit,Success,2025-04-01 22:40:33.267691
T607696,Branch 4,Delhi,2293.54,Transfer,Failed,2025-04-04 09:33:13.293941
,Branch 4,Delhi,2350.98,Failed,Success,2025-04-02 12:06:50.837082
T702260,Branch 4,Delhi,2471.98,Transfer,Failed,2025-04-02 01:46:06.245068
T201809,Branch 4,Delhi,2299.99,,Success,2025-04-01 00:29:14.042202
T927786,Branch 4,Delhi,4562.53,Deposit,Success,2025-04-07 19:03:25.922460
T763818,Branch 4,Delhi,4333.74,Deposit,Success,2025-04-06 18:32:12.437699
T673238,Branch 4,Delhi,1413.08,,Success,2025-04-03 09:44:17.514583
T486935,Branch 4,Delhi,2382.05,Withdrawal,Failed,2025-04-04 03:05:31.282732
T691196,,Delhi,604.01,Withdrawal,Failed,2025-04-07 16:33:53.329522
T976802,Branch 4,Delhi,3600.11,Withdrawal,Failed,2025-04-01 00:25:20.853904
T819294,Branch 4,Delhi,1203.07,Failed,Failed,2025-04-05 08:49:22.388637
T602917,Branch 4,Delhi,4796.33,Deposit,Failed,2025-04-06 06:22:20.684282
T505297,Branch 4,Delhi,1000.36,Deposit,Success,2025-04-03 08:33:17.743893
,Branch 4,Delhi,2856.28,,,2025-04-06 09:32:30.068006
,Branch 4,Delhi,4697.01,Withdrawal,Failed,2025-04-07 13:21:06.668099
T680399,Branch 4,Delhi,1432.44,,Failed,2025-04-03 22:59:35.972925
,,Delhi,3819.67,Transfer,Failed,2025-04-01 20:08:28.501744
T245182,Branch 4,Delhi,4298.01,Transfer,Failed,2025-04-07 04:44:08.586866
T981376,Branch 4,Delhi,1753.36,Withdrawal,Failed,2025-04-07 02:52:35.340919
T380580,Branch 4,Delhi,,Transfer,Success,2025-04-03 18:29:05.195874
T831872,Branch 4,Delhi,2199.02,Failed,Success,2025-04-07 13:25:51.498856
T724437,Branch 4,Delhi,1655.58,Deposit,Failed,2025-04-01 10:53:58.940844
T573498,Branch 4,Delhi,2255.02,Transfer,Failed,2025-04-07 20:07:18.728854
T468796,Branch 4,Delhi,666.03,Transfer,Failed,2025-04-02 19:40:13.758866
,,Delhi,4204.79,Deposit,Success,2025-04-03 10:35:04.323337
T597459,Branch 4,Delhi,,Transfer,Failed,2025-04-07 10:47:47.575388
T241921,Branch 4,Delhi,4224.58,Deposit,Success,2025-04-06 11:51:27.238317
,Branch 4,Delhi,2049.23,Deposit,Failed,
T789133,Branch 4,Delhi,4633.29,Failed,Success,2025-04-03 02:41:33.730439
,Branch 4,Delhi,2109.18,Failed,Success,2025-04-03 05:19:09.558041
T705183,Branch 4,Delhi,,Withdrawal,Failed,2025-04-03 01:14:26.960542
T699624,Branch 4,Delhi,4120.61,Withdrawal,Success,2025-04-05 20:45:53.274439
,Branch 4,Delhi,4400.35,Deposit,Failed,2025-04-03 07:23:20.547902
T654720,Branch 4,Delhi,2922.76,Failed,Failed,2025-04-04 15:34:34.159713
T683667,Branch 4,Delhi,3645.5,Transfer,Failed,2025-04-03 15:29:31.234440
T109071,Branch 4,Delhi,3865.03,Transfer,Success,2025-04-05 18:22:02.387565
T673001,Branch 4,Delhi,1346.74,Withdrawal,Success,2025-04-07 15:21:32.021627
T967536,,Delhi,1298.57,,Success,2025-04-06 04:59:18.652972
T491996,Branch 4,Delhi,4989.75,Failed,,2025-04-02 03:16:24.120680
T109834,Branch 4,Delhi,4756.04,Transfer,Failed,2025-04-03 00:41:58.951707
T199271,Branch 4,Delhi,1431.25,Failed,Success,2025-04-05 08:48:49.550401
T720853,Branch 4,Delhi,3952.46,Failed,Failed,
T511221,Branch 4,Delhi,2341.64,Withdrawal,Success,2025-04-06 19:38:04.510894
T248244,Branch 4,Delhi,4110.78,Transfer,Failed,2025-04-01 19:46:16.630908
T436848,Branch 4,Delhi,2224.38,Deposit,Success,2025-04-06 09:15:04.789275
T765551,Branch 4,Delhi,2391.04,,Failed,2025-04-07 00:11:17.277134
,Branch 4,Delhi,2694.36,,Failed,2025-04-07 00:16:05.885161
T165947,Branch 4,Delhi,2707.11,Transfer,Success,2025-04-03 07:59:48.757151
T182553,Branch 4,Delhi,1071.42,Withdrawal,Failed,2025-04-06 15:52:11.489731
T744527,,Delhi,1145.32,Deposit,Success,2025-04-07 02:31:33.428991
T289579,,Delhi,,Transfer,Failed,2025-04-05 19:37:25.142699
T394831,Branch 4,Delhi,,Failed,Success,2025-04-05 12:15:16.535683
T962004,Branch 4,Delhi,1791.7,,Success,2025-04-05 01:06:47.169317
T435979,Branch 4,Delhi,2285.94,Transfer,Success,2025-04-06 05:19:34.410227
T864080,Branch 4,Delhi,3290.52,Failed,Success,2025-04-03 20:05:00.832307
T143336,Branch 4,Delhi,2533.31,Failed,Success,2025-04-03 06:26:32.171124
T133507,Branch 4,Delhi,250.77,Deposit,Success,2025-04-07 08:15:23.406803
T415071,Branch 4,Delhi,220.37,Deposit,,2025-04-03 06:51:54.146884
T911590,Branch 4,Delhi,3023.8,Withdrawal,Success,2025-04-02 21:18:04.754562
T742891,Branch 4,Delhi,4401.64,Deposit,Success,2025-04-02 22:42:19.967960
T736424,Branch 4,Delhi,2334.54,Deposit,Success,2025-04-07 12:15:33.385221
T977681,Branch 4,Delhi,2478.18,Transfer,Failed,2025-04-03 05:45:24.522068
T741137,,Delhi,4018.72,Deposit,Success,2025-04-06 07:31:40.003435
T831974,Branch 4,Delhi,3346.18,Transfer,Failed,2025-04-05 11:51:08.748754
T585569,Branch 4,Delhi,4012.55,Transfer,Success,2025-04-06 05:01:38.902419
T892758,Branch 4,Delhi,,Failed,Success,2025-04-01 05:21:10.384726
T718909,Branch 4,Delhi,4232.71,Withdrawal,Failed,
T116231,Branch 4,Delhi,2823.15,,Success,2025-04-02 08:20:05.464680
T453673,Branch 4,Delhi,618.48,Withdrawal,Failed,2025-04-01 16:18:48.666345
T808483,Branch 4,Delhi,3080.53,Withdrawal,Failed,2025-04-05 05:24:46.559124
T460911,Branch 4,Delhi,3798.96,Transfer,,2025-04-06 19:44:29.005095
T526797,Branch 4,Delhi,,Deposit,Failed,2025-04-07 06:35:26.406914
T360244,,Delhi,,Transfer,Success,2025-04-05 18:25:01.676867
T204316,Branch 4,Delhi,,,Success,2025-04-01 10:13:22.510031
T543767,Branch 4,Delhi,614.77,Withdrawal,Success,2025-04-01 18:09:30.995503
T882667,Branch 4,Delhi,2639.22,Deposit,Success,2025-04-07 18:15:35.918515
T762157,Branch 4,Delhi,3280.37,Transfer,Failed,2025-04-05 08:51:05.628836
T106645,Branch 4,Delhi,305.85,Withdrawal,Success,2025-04-06 16:50:08.848119
T498146,Branch 4,Delhi,3387.35,Deposit,Success,2025-04-07 10:25:54.359086
T737776,Branch 4,Delhi,3037.42,Deposit,Failed,2025-04-03 05:27:42.119126
T863620,Branch 4,Delhi,3808.49,Failed,Success,
T610755,Branch 4,Delhi,3576.41,Transfer,Success,
T287138,,Delhi,925.76,Transfer,Success,2025-04-01 12:23:43.638337
T765204,Branch 4,Delhi,295.92,Deposit,Failed,2025-04-07 12:02:01.829737
,Branch 4,Delhi,1765.36,Withdrawal,Failed,
T835515,Branch 4,Delhi,4638.33,Deposit,Success,2025-04-05 20:35:55.682389
T723740,Branch 4,Delhi,1337.13,,Failed,2025-04-04 22:58:13.843457
T738628,Branch 4,Delhi,3502.4,Withdrawal,Success,2025-04-01 13:59:12.934349
T896589,Branch 4,Delhi,,Failed,Success,2025-04-01 23:38:01.475196
T775440,Branch 4,Delhi,2403.05,,Failed,2025-04-01 19:15:45.515141
T543478,Branch 4,Delhi,165.57,Transfer,Success,2025-04-07 14:19:18.885369
T878377,Branch 4,Delhi,4547.88,Deposit,Failed,2025-04-01 20:40:20.552418
T343257,Branch 4,Delhi,2119.96,Failed,Success,2025-04-03 15:01:47.655116
T933325,Branch 4,Delhi,1823.18,Withdrawal,Failed,2025-04-02 06:32:07.952454
T534490,Branch 4,Delhi,2549.41,Failed,Failed,2025-04-02 09:00:06.517376
T884025,Branch 4,Delhi,1649.13,Failed,Success,2025-04-05 05:34:00.050610
T874732,,Delhi,1176.65,Transfer,Failed,2025-04-01 10:55:00.461512
T991910,Branch 4,Delhi,790.7,Withdrawal,Success,2025-04-02 18:25:53.553335
T956788,Branch 4,Delhi,1911.13,Deposit,Success,2025-04-03 11:22:51.534400
T775734,Branch 4,Delhi,4992.21,Transfer,Failed,2025-04-02 06:38:53.610734
,Branch 4,Delhi,,Withdrawal,Success,2025-04-03 13:18:09.595906
T885352,Branch 4,Delhi,2559.31,Transfer,Failed,2025-04-01 11:59:57.551408
T227856,Branch 4,Delhi,2761.69,Deposit,Failed,2025-04-06 21:56:47.538861
,Branch 4,Delhi,3281.63,,Success,2025-04-01 22:16:57.281197
T487691,Branch 4,Delhi,2914.68,Failed,Success,2025-04-03 04:13:23.968000
T656465,Branch 4,Delhi,4780.43,Transfer,Success,2025-04-02 15:12:41.884261
T144009,Branch 4,Delhi,1220.56,,Success,2025-04-05 22:54:32.848951
T353636,Branch 4,Delhi,2070.61,Withdrawal,Success,2025-04-02 02:11:40.842117
T211067,Branch 4,Delhi,4676.79,Transfer,,
T655537,Branch 4,Delhi,2844.42,Deposit,Failed,2025-04-07 15:37:09.990395
,Branch 4,Delhi,4469.64,,Failed,2025-04-07 09:04:41.885390
T423107,Branch 4,Delhi,2760.86,Withdrawal,Failed,2025-04-04 08:16:08.596256
T574067,Branch 4,Delhi,349.65,Failed,Failed,2025-04-03 09:08:28.506620
T509425,Branch 4,Delhi,4766.94,Failed,Failed,2025-04-05 12:24:14.438220
T675728,Branch 4,Delhi,2218.27,Transfer,Success,
T349089,Branch 4,Delhi,3115.52,Withdrawal,Success,2025-04-03 19:28:56.230576
T441307,Branch 4,Delhi,,Transfer,Failed,
T290845,Branch 4,Delhi,2984.85,Transfer,Success,2025-04-02 14:19:47.994409
T284336,Branch 4,Delhi,,Failed,Success,2025-04-07 12:13:14.079576
T791553,Branch 4,Delhi,,Failed,,2025-04-07 18:35:27.287756
T869095,Branch 4,Delhi,4560.81,Failed,Success,2025-04-06 19:30:49.147945
,Branch 4,Delhi,4152.07,Withdrawal,Success,2025-04-01 13:48:20.052237
T249773,Branch 4,Delhi,3362.68,Transfer,Failed,2025-04-01 13:49:38.865662
,Branch 4,Delhi,4636.18,Transfer,Failed,2025-04-02 15:57:39.328204
T872111,Branch 4,Delhi,1156.16,Transfer,Failed,
,Branch 4,Delhi,1521.94,Transfer,Success,2025-04-06 16:58:16.602550
T154286,Branch 4,Delhi,2485.87,Failed,Success,2025-04-05 09:00:12.532577
,Branch 4,Delhi,4269.67,Deposit,Success,2025-04-07 14:48:19.602262
T649730,Branch 4,Delhi,2576.86,Failed,Success,2025-04-07 17:30:18.089211
T172863,Branch 4,Delhi,,Deposit,Failed,2025-04-05 05:45:26.564075
T946509,Branch 4,Delhi,553.8,Withdrawal,Failed,2025-04-01 04:41:14.131533
T135230,Branch 4,Delhi,3424.16,Deposit,Failed,2025-04-03 07:35:54.792167
T270598,Branch 4,Delhi,3427.59,,,2025-04-07 11:03:10.027188
T420014,Branch 4,Delhi,1512.45,,Failed,2025-04-07 19:27:36.249436
T556751,,Delhi,4597.1,Transfer,Success,2025-04-01 08:31:25.635600
,Branch 4,Delhi,3999.35,Transfer,Success,2025-04-04 06:53:11.850880
T998912,Branch 4,Delhi,2436.92,Transfer,Success,2025-04-07 05:14:26.300416
T488291,Branch 4,Delhi,365.68,Failed,Success,2025-04-02 12:52:14.854233
T222766,Branch 4,Delhi,4246.45,Failed,Success,2025-04-03 11:34:43.561748
T783969,Branch 4,Delhi,4856.34,Deposit,Failed,2025-04-05 20:27:04.864281
T460480,,Delhi,574.46,Transfer,Success,2025-04-06 09:18:51.961068
,,Delhi,1091.7,Failed,Success,2025-04-05 02:46:58.786903
,,Delhi,970.92,Withdrawal,Success,2025-04-06 14:22:51.710664
T281472,Branch 4,Delhi,4243.61,Failed,Success,2025-04-02 22:11:32.589433
,Branch 4,Delhi,,,Success,2025-04-06 14:41:04.342045
T847503,Branch 4,Delhi,3563.01,Withdrawal,Failed,
,Branch 4,Delhi,4847.44,Deposit,Success,2025-04-07 18:14:40.549256
T457579,Branch 4,Delhi,3699.65,Withdrawal,Failed,2025-04-07 16:51:20.247580
T746412,Branch 4,Delhi,3264.37,Failed,Failed,2025-04-03 23:40:42.985987
T657653,Branch 4,Delhi,503.63,Withdrawal,Success,2025-04-03 09:27:55.162229
T269129,Branch 4,Delhi,615.62,Transfer,Success,2025-04-03 13:02:54.253081
T533501,Branch 4,Delhi,595.76,Withdrawal,Failed,2025-04-07 02:47:56.107945
T618800,,Delhi,4524.41,Transfer,Failed,2025-04-02 08:42:01.674649
T222816,,Delhi,2925.99,Withdrawal,Success,2025-04-02 02:02:20.554765
T829217,Branch 4,Delhi,3315.48,Failed,,2025-04-02 14:08:24.285878
T507936,Branch 4,Delhi,3910.62,Failed,Success,2025-04-04 16:52:00.940890
,Branch 4,Delhi,846.48,Transfer,Failed,2025-04-04 13:41:34.588615
T596880,Branch 4,Delhi,1309.32,Withdrawal,Failed,2025-04-05 09:55:40.355490
T738358,Branch 4,Delhi,1689.4,,Success,2025-04-02 06:19:06.215763
T954389,Branch 4,Delhi,2987.81,Failed,Success,2025-04-06 07:36:59.737978
T945093,Branch 4,Delhi,264.08,Transfer,Success,2025-04-01 20:10:09.199196
T462076,Branch 4,Delhi,2416.69,Deposit,Failed,2025-04-02 03:25:58.629750
T727220,Branch 4,Delhi,2766.63,Deposit,Failed,2025-04-01 00:26:07.501316
T673368,Branch 4,Delhi,3337.34,Transfer,Failed,2025-04-02 03:47:56.924008
T840395,Branch 4,Delhi,540.04,,Failed,2025-04-02 01:52:25.265821
,Branch 4,Delhi,3513.22,Transfer,Success,2025-04-07 19:32:43.309248
T167179,Branch 4,Delhi,2148.45,Deposit,Success,2025-04-07 04:13:20.625913
T831813,Branch 4,Delhi,1170.32,Failed,Success,2025-04-01 03:25:04.086091
T296629,Branch 4,Delhi,4611.81,Withdrawal,Failed,2025-04-01 07:12:58.913002
T536238,Branch 4,Delhi,4521.89,Deposit,Failed,2025-04-06 13:34:03.502135
T282159,Branch 4,Delhi,1193.91,Deposit,Success,2025-04-06 11:19:28.163834
T819964,Branch 4,Delhi,1216.66,Failed,Failed,2025-04-06 00:24:29.271793
T586886,Branch 4,Delhi,899.93,Failed,Success,2025-04-01 14:44:26.769421
T694440,Branch 4,Delhi,3630.48,Transfer,Success,2025-04-05 01:44:33.557276
T233374,Branch 4,Delhi,2058.85,Withdrawal,Failed,2025-04-07 10:01:46.284962
T949221,Branch 4,Delhi,1317.64,Deposit,Failed,2025-04-07 21:18:02.761592
T108145,Branch 4,Delhi,3081.66,Failed,Failed,2025-04-04 00:25:53.829206
,Branch 4,Delhi,,Transfer,Failed,2025-04-04 07:55:22.288018
T102988,Branch 4,Delhi,1270.41,Transfer,Failed,2025-04-05 17:29:28.656474
T659548,Branch 4,Delhi,,Failed,Success,2025-04-05 06:33:49.457629
T289088,Branch 4,Delhi,1141.64,Withdrawal,Failed,2025-04-03 08:02:05.268126
,Branch 4,Delhi,3539.63,Failed,Failed,2025-04-06 10:49:29.133839
T132662,Branch 4,Delhi,1711.84,Failed,Failed,
,Branch 4,Delhi,1872.59,Transfer,Failed,2025-04-02 19:47:37.937756
T555800,Branch 4,Delhi,2086.52,Failed,Failed,2025-04-05 20:58:36.536620
T393513,Branch 4,,2290.89,Failed,Failed,2025-04-02 14:40:26.781578
,Branch 4,Delhi,3203.72,Transfer,Success,2025-04-05 11:15:51.110746
T619860,Branch 4,Delhi,1748.22,Transfer,Success,2025-04-02 05:49:54.319308
T681733,Branch 4,Delhi,,Transfer,Success,2025-04-01 10:41:45.773875
T533730,Branch 4,Delhi,2069.81,Deposit,Success,2025-04-05 14:07:51.910927
T464577,Branch 4,Delhi,187.46,Failed,Failed,2025-04-03 08:07:25.119582
T259016,Branch 4,Delhi,354.55,Failed,Success,2025-04-02 13:07:10.648241
T115967,Branch 4,Delhi,2477.03,Failed,Success,2025-04-07 20:49:05.734762
T559767,Branch 4,Delhi,4485.68,Deposit,Failed,2025-04-05 11:22:42.819382
T375768,Branch 4,Delhi,3651.19,Withdrawal,Failed,2025-04-02 04:31:46.113108
T844876,Branch 4,Delhi,1180.72,Failed,Success,
T574526,Branch 4,Delhi,3532.59,Transfer,Failed,2025-04-06 16:46:43.706271
T281119,Branch 4,Delhi,2610.14,Deposit,Failed,2025-04-07 01:06:52.475033
T170942,Branch 4,Delhi,3339.06,Transfer,Success,2025-04-01 08:57:43.513245
T886479,Branch 4,Delhi,3575.15,Withdrawal,Success,2025-04-06 07:07:23.467868
T972864,Branch 4,Delhi,3170.3,Transfer,Success,
,Branch 4,Delhi,2877.0,Withdrawal,Failed,2025-04-04 20:05:58.459819
T784935,Branch 4,Delhi,,Failed,Success,
T852180,Branch 4,Delhi,2320.18,Transfer,Success,2025-04-04 13:24:32.411976
T372056,Branch 4,Delhi,4078.86,Withdrawal,Success,2025-04-04 10:58:48.600755
T311978,Branch 4,Delhi,2072.74,Failed,Success,2025-04-01 16:27:29.863275
T642703,Branch 4,Delhi,4066.32,Withdrawal,Success,
T689581,Branch 4,Delhi,,Deposit,Success,2025-04-02 20:07:34.531230
T807920,Branch 4,Delhi,216.41,Failed,Failed,2025-04-05 16:04:27.450119
T504782,Branch 4,Delhi,2857.89,Transfer,,
T470105,Branch 4,Delhi,3193.64,Withdrawal,Success,2025-04-05 13:33:02.965802
T490249,Branch 4,,448.52,Deposit,Failed,
T976532,Branch 4,Delhi,,Failed,Failed,2025-04-05 11:50:14.132244
T523462,Branch 4,Delhi,1098.94,Failed,Success,2025-04-01 02:46:54.656912
T620243,Branch 4,Delhi,2112.8,Failed,Failed,2025-04-03 01:45:44.943967
T817646,Branch 4,Delhi,2700.49,Failed,Failed,2025-04-03 02:47:19.564825
T227869,Branch 4,Delhi,4913.3,Deposit,Success,2025-04-06 01:21:55.740834
T426000,,Delhi,4440.1,,Failed,2025-04-02 00:59:20.009154
T802393,Branch 4,Delhi,1409.27,Withdrawal,Failed,2025-04-03 22:29:02.814107
T460678,Branch 4,Delhi,1183.45,Failed,,
T857700,Branch 4,Delhi,,,Failed,2025-04-06 22:57:29.530621
T896621,Branch 4,Delhi,235.5,Failed,Success,2025-04-01 08:51:41.534094
T837479,Branch 4,Delhi,3569.38,Deposit,Success,2025-04-06 16:16:57.897836
T310135,Branch 4,Delhi,4512.37,Failed,Failed,
T636466,Branch 4,Delhi,2724.84,,Failed,2025-04-02 10:18:19.663470
T377032,Branch 4,Delhi,2188.62,Withdrawal,Failed,2025-04-03 09:18:28.867443
T548445,Branch 4,Delhi,3757.7,Deposit,Success,2025-04-06 02:29:00.377351
T522703,Branch 4,Delhi,817.96,Transfer,Success,2025-04-02 23:36:43.333513
T220409,Branch 4,Delhi,1226.9,Transfer,Failed,2025-04-01 22:04:15.805428
T635282,,Delhi,3080.05,Withdrawal,Failed,2025-04-04 16:34:01.227121
T256793,Branch 4,Delhi,1368.69,Withdrawal,Failed,2025-04-02 09:51:33.467156
,Branch 4,Delhi,2598.66,Withdrawal,Success,2025-04-02 09:58:08.421399
T257324,Branch 4,Delhi,4026.08,Failed,Failed,2025-04-06 23:25:10.927904
T839545,Branch 4,Delhi,3463.97,,Success,2025-04-01 09:25:57.731167
T770498,Branch 4,Delhi,1593.71,Failed,Failed,2025-04-02 12:31:33.249913
T245981,Branch 4,Delhi,3460.09,Failed,Success,2025-04-05 00:50:53.205650
T805144,Branch 4,Delhi,,Deposit,Failed,2025-04-04 23:35:20.444775
,Branch 4,Delhi,3937.88,Withdrawal,Success,2025-04-03 10:43:09.273432
T465031,Branch 4,Delhi,1809.9,Transfer,Success,2025-04-07 23:56:24.043363
T982364,Branch 4,Delhi,4548.15,Transfer,Failed,2025-04-05 19:17:46.708421
T108165,Branch 4,Delhi,1805.31,Failed,Success,2025-04-07 20:31:51.296436
T557203,Branch 4,Delhi,,Deposit,Failed,2025-04-07 00:56:57.732017
T378483,Branch 4,Delhi,1652.66,,Success,2025-04-06 17:15:03.409091
T208866,Branch 4,Delhi,3589.29,Deposit,Failed,2025-04-03 03:03:01.422625
T809974,Branch 4,Delhi,1879.22,Transfer,Failed,2025-04-02 22:50:53.928924
T233812,Branch 4,Delhi,801.49,,Success,2025-04-06 02:23:23.748135
T326107,Branch 4,Delhi,3223.12,,Failed,2025-04-06 20:09:39.416875
,Branch 4,Delhi,713.45,Deposit,Failed,2025-04-04 08:57:37.664203
T104852,Branch 4,Delhi,2860.45,Transfer,Failed,2025-04-03 04:52:04.857063
T418527,Branch 4,Delhi,828.8,Failed,Failed,2025-04-02 00:15:31.065143
T200829,Branch 4,Delhi,423.74,Failed,Success,
T908801,Branch 4,Delhi,3529.4,Failed,Failed,2025-04-04 17:41:51.248324
T863561,Branch 4,Delhi,3305.22,Withdrawal,Failed,2025-04-03 14:51:39.748616
T637535,Branch 4,Delhi,3244.52,Failed,Success,2025-04-05 19:57:41.749887
T349532,Branch 4,Delhi,4617.57,Withdrawal,Failed,2025-04-01 11:40:19.039023
,Branch 4,Delhi,1245.62,Transfer,Failed,2025-04-05 05:26:28.888564
T927073,,Delhi,,Deposit,,
T427315,Branch 4,Delhi,4884.93,Failed,Success,2025-04-07 00:14:51.401195
T999640,Branch 4,Delhi,624.17,Withdrawal,,2025-04-03 16:34:41.666119
,Branch 4,Delhi,3763.35,Transfer,Failed,2025-04-05 08:49:07.777352
T186833,Branch 4,Delhi,1529.99,Deposit,Success,2025-04-06 21:57:17.028868
T164060,Branch 4,Delhi,3377.44,Withdrawal,,2025-04-03 16:26:10.944186
T324415,Branch 4,Delhi,1172.31,Transfer,Success,2025-04-01 19:39:08.845119
T565746,,Delhi,1586.66,Deposit,Failed,2025-04-01 08:21:45.983623
T691559,Branch 4,Delhi,,Transfer,Failed,2025-04-03 04:32:38.761642
T559224,Branch 4,Delhi,4035.99,Transfer,Success,2025-04-04 21:54:50.061725
,Branch 4,Delhi,4204.28,,Success,
T296853,Branch 4,Delhi,2153.18,Transfer,Success,2025-04-07 07:06:46.089443
