txn_id,branch,city,amount,transaction_type,status,timestamp
T286813,Branch 2,Delhi,4873.11,Deposit,Failed,2025-04-02 14:23:31.998504
T830413,,Delhi,2660.55,Transfer,Failed,2025-04-02 08:44:08.644917
T888535,,Delhi,1684.72,Deposit,Success,2025-04-07 21:41:15.508290
T544438,Branch 2,Delhi,2299.46,Transfer,Failed,2025-04-05 15:49:37.128436
,Branch 2,Delhi,1219.51,Withdrawal,,2025-04-06 01:52:50.998526
T703308,Branch 2,Delhi,556.12,Withdrawal,Failed,2025-04-07 03:02:05.542158
T623675,Branch 2,Delhi,1875.48,Transfer,Failed,2025-04-01 18:33:03.613491
,Branch 2,Delhi,2477.52,Failed,Failed,2025-04-01 19:23:33.078446
T944878,Branch 2,Delhi,1234.78,,Success,2025-04-04 13:40:05.261540
T665415,Branch 2,Delhi,303.35,Deposit,Success,2025-04-04 03:11:40.439357
T563851,Branch 2,Delhi,1235.26,Transfer,Success,2025-04-07 09:02:26.778362
T818372,Branch 2,Delhi,3095.21,Failed,Success,2025-04-07 02:57:56.660055
T734258,Branch 2,Delhi,2186.79,Transfer,Failed,2025-04-02 22:03:10.243015
T241147,Branch 2,Delhi,948.93,Failed,Failed,2025-04-01 02:07:34.028196
T543967,Branch 2,Delhi,1883.0,Withdrawal,Failed,2025-04-04 18:24:34.640266
T600600,Branch 2,Delhi,4251.07,Withdrawal,Failed,2025-04-03 09:25:14.916800
T439382,Branch 2,Delhi,4267.21,Failed,Success,2025-04-01 22:57:11.389594
,Branch 2,,2025.19,Deposit,Success,2025-04-01 21:42:55.789473
T628691,Branch 2,Delhi,4709.26,,Success,2025-04-07 10:02:40.474498
T347910,Branch 2,Delhi,1837.88,,Success,2025-04-05 10:15:17.470996
T123644,Branch 2,Delhi,1598.34,Withdrawal,Success,2025-04-07 13:06:35.068242
T888166,Branch 2,Delhi,4175.47,Deposit,,2025-04-06 02:04:39.520929
T709217,Branch 2,Delhi,1583.16,Transfer,Success,2025-04-06 22:07:52.883478
T537102,,Delhi,3600.11,Withdrawal,Success,2025-04-07 04:58:57.640056
,Branch 2,Delhi,,Withdrawal,Success,2025-04-03 06:19:54.620812
,Branch 2,Delhi,4523.73,Transfer,Success,2025-04-06 09:07:25.331013
T462646,Branch 2,Delhi,4489.84,Failed,Success,2025-04-06 06:18:24.129232
T250578,Branch 2,Delhi,1880.88,Withdrawal,,2025-04-06 19:47:55.449643
T959101,,Delhi,1884.44,Transfer,Failed,2025-04-03 01:56:37.194290
,Branch 2,Delhi,3686.26,Failed,Failed,2025-04-07 18:57:28.840201
T232834,Branch 2,Delhi,2894.58,Deposit,Failed,2025-04-04 07:58:53.413064
T449094,Branch 2,Delhi,1129.47,Deposit,Success,2025-04-02 00:40:59.753489
T188634,Branch 2,Delhi,2513.65,Withdrawal,Success,2025-04-06 20:28:25.117974
T858387,Branch 2,Delhi,4883.34,Withdrawal,Success,2025-04-04 05:21:19.576477
,Branch 2,Delhi,1926.06,Withdrawal,Success,2025-04-03 04:23:35.854010
T490383,Branch 2,Delhi,1114.05,Failed,Success,2025-04-02 00:39:46.677830
T706574,Branch 2,Delhi,196.21,Deposit,Success,2025-04-07 13:55:08.489792
T462319,Branch 2,Delhi,4240.43,Failed,Failed,2025-04-03 06:22:23.265980
T725210,,Delhi,3696.95,Transfer,Success,2025-04-03 12:00:45.695795
T346999,Branch 2,Delhi,4627.51,,Failed,2025-04-06 05:02:22.503416
T192159,Branch 2,Delhi,464.65,Withdrawal,Success,2025-04-03 22:26:44.230533
T623625,Branch 2,Delhi,3450.3,Withdrawal,Success,2025-04-02 06:22:51.696273
,Branch 2,Delhi,4513.88,Deposit,Failed,2025-04-04 11:18:15.844614
T527491,Branch 2,Delhi,2177.27,Transfer,Failed,2025-04-06 04:40:04.116048
T748456,Branch 2,Delhi,4862.45,Withdrawal,Failed,2025-04-01 10:25:56.931820
,Branch 2,Delhi,4571.91,Transfer,Success,
T540753,Branch 2,Delhi,2219.95,Transfer,Failed,2025-04-07 13:32:54.698224
T333992,Branch 2,Delhi,,Transfer,Success,2025-04-05 02:21:09.407189
,Branch 2,Delhi,3184.56,Failed,Failed,2025-04-05 04:03:30.310096
T483499,Branch 2,Delhi,1274.55,Deposit,Success,2025-04-03 06:48:27.717683
T443149,Branch 2,Delhi,,Failed,Success,2025-04-01 19:36:55.319284
T756569,Branch 2,Delhi,,,Success,2025-04-02 12:31:28.976833
T125623,Branch 2,Delhi,1962.59,Deposit,Failed,2025-04-06 20:49:56.525418
T204357,Branch 2,Delhi,1616.2,Failed,Failed,2025-04-07 09:38:03.774296
T727446,Branch 2,Delhi,,Withdrawal,Failed,2025-04-01 09:13:43.749812
T435295,Branch 2,Delhi,4163.45,Withdrawal,Success,2025-04-04 11:11:22.508804
T382225,Branch 2,Delhi,2900.95,Failed,Success,2025-04-07 21:17:11.002329
T123241,Branch 2,Delhi,3377.94,Withdrawal,Failed,2025-04-03 08:20:07.885058
T793604,Branch 2,Delhi,1085.38,,Success,2025-04-04 21:52:01.296952
T721222,Branch 2,Delhi,,Failed,Success,2025-04-03 10:25:27.794723
T671554,Branch 2,Delhi,,Transfer,Failed,2025-04-05 09:43:47.493357
T680342,Branch 2,Delhi,2720.72,Failed,Failed,2025-04-02 04:47:11.061403
T982777,Branch 2,Delhi,3749.51,Deposit,Failed,2025-04-05 09:48:56.345326
T869479,,Delhi,565.62,Deposit,Failed,2025-04-01 08:01:58.056149
T935531,Branch 2,Delhi,4920.43,Transfer,Failed,2025-04-02 04:27:59.030688
T496515,Branch 2,Delhi,,Transfer,Success,2025-04-03 01:02:31.799024
T228225,Branch 2,Delhi,1195.12,Failed,Failed,2025-04-06 03:10:46.487861
T378024,Branch 2,Delhi,354.58,Transfer,Success,2025-04-03 06:34:48.280524
T638893,Branch 2,Delhi,2240.51,Withdrawal,Success,2025-04-01 02:44:43.937458
T541417,Branch 2,Delhi,4352.27,,Failed,2025-04-01 04:09:43.515553
T964476,Branch 2,Delhi,1491.66,Withdrawal,Success,2025-04-02 03:34:32.004387
T994098,Branch 2,Delhi,1279.51,Withdrawal,Failed,2025-04-05 09:34:14.695714
T673080,Branch 2,Delhi,,Failed,Failed,2025-04-01 12:04:50.394626
T526705,Branch 2,Delhi,3492.44,Deposit,Success,2025-04-01 06:44:07.977306
T881425,Branch 2,Delhi,3284.0,Deposit,,2025-04-02 20:56:25.042470
T833366,Branch 2,Delhi,1529.67,,,2025-04-04 00:27:46.735588
T794246,,Delhi,3136.31,Transfer,Success,2025-04-06 10:32:07.877200
T166774,Branch 2,Delhi,979.48,Deposit,,2025-04-05 11:13:36.400332
,Branch 2,Delhi,4675.69,Deposit,Success,2025-04-02 22:21:33.896521
T661071,Branch 2,Delhi,3952.16,,Failed,2025-04-06 22:59:15.316710
T444333,Branch 2,Delhi,2125.37,Withdrawal,Failed,2025-04-07 06:05:18.514165
T445461,Branch 2,Delhi,2354.86,Withdrawal,Success,
T389801,Branch 2,Delhi,4712.63,Deposit,Success,2025-04-01 01:34:16.852272
T878324,Branch 2,Delhi,4105.29,Transfer,Success,2025-04-03 10:30:07.176991
T315051,Branch 2,Delhi,3995.0,Failed,Success,2025-04-01 03:04:26.733899
T599065,Branch 2,Delhi,411.59,Transfer,Failed,
,Branch 2,Delhi,2822.38,Deposit,Failed,2025-04-03 07:44:51.082354
T757167,Branch 2,Delhi,1614.48,Withdrawal,Failed,
T860190,Branch 2,Delhi,1417.71,Failed,Success,2025-04-01 10:41:52.600848
T895299,Branch 2,Delhi,2743.68,Failed,Success,2025-04-03 04:13:18.172942
T769528,Branch 2,Delhi,937.15,Transfer,Failed,2025-04-02 10:07:59.647713
T718191,Branch 2,Delhi,1495.39,Withdrawal,Failed,2025-04-02 19:36:24.873847
,Branch 2,Delhi,1366.51,Withdrawal,Success,2025-04-06 21:15:23.925971
T732462,Branch 2,Delhi,1832.24,Transfer,Failed,2025-04-01 01:59:44.725838
T828420,Branch 2,Delhi,4634.44,Deposit,Success,2025-04-02 17:55:13.572785
T459165,Branch 2,Delhi,4257.77,,Failed,2025-04-06 15:14:27.242379
T183503,Branch 2,Delhi,,Transfer,Success,2025-04-06 20:18:04.212634
T638379,Branch 2,Delhi,4519.65,Failed,Success,2025-04-04 04:09:42.917663
T126723,Branch 2,Delhi,3730.67,Withdrawal,Success,2025-04-03 22:36:36.480110
,Branch 2,Delhi,1265.58,Failed,Success,2025-04-04 01:41:17.903437
T422482,Branch 2,Delhi,3709.76,Withdrawal,Failed,
T429519,Branch 2,Delhi,,,Failed,2025-04-05 19:02:43.422840
T515745,Branch 2,Delhi,3739.77,Transfer,Failed,2025-04-04 23:28:10.624710
T507997,Branch 2,Delhi,2572.26,Deposit,Success,2025-04-07 06:29:05.826167
T604700,Branch 2,Delhi,4964.01,Deposit,Success,2025-04-02 07:50:29.488646
T961026,Branch 2,Delhi,606.52,,Success,2025-04-02 04:22:57.959495
T854535,Branch 2,Delhi,556.24,Deposit,Failed,2025-04-06 02:20:22.603143
T148409,Branch 2,Delhi,625.26,Failed,Failed,2025-04-04 17:04:39.525856
T707609,Branch 2,Delhi,2210.27,,Failed,2025-04-05 03:21:26.414509
T381952,Branch 2,Delhi,608.71,Transfer,Failed,2025-04-07 06:22:10.122144
T612869,Branch 2,Delhi,4595.86,Failed,Failed,2025-04-01 21:19:29.467213
,Branch 2,Delhi,2027.81,Deposit,Success,2025-04-02 18:16:11.857733
T788818,Branch 2,Delhi,2704.14,Transfer,Failed,2025-04-05 19:52:13.432881
T873079,Branch 2,Delhi,4870.19,Failed,Failed,2025-04-06 14:16:58.859195
T800837,Branch 2,Delhi,3570.98,Withdrawal,Success,2025-04-07 07:58:37.273714
T119943,Branch 2,Delhi,2562.33,Deposit,Failed,2025-04-06 21:03:37.934648
T684229,Branch 2,Delhi,532.32,Failed,Success,2025-04-07 05:29:17.578443
T991793,Branch 2,Delhi,2441.57,Withdrawal,Success,2025-04-04 13:27:10.243383
T762397,Branch 2,Delhi,4093.81,Failed,Success,2025-04-04 03:17:16.486789
T434904,Branch 2,Delhi,1472.35,Withdrawal,Failed,
T520838,,Delhi,,Withdrawal,Failed,2025-04-01 16:11:03.011536
T170455,Branch 2,Delhi,3379.65,Withdrawal,Success,2025-04-04 16:30:02.881680
T518760,Branch 2,Delhi,2527.83,,Failed,2025-04-03 13:20:06.530929
T719379,Branch 2,Delhi,3867.02,Deposit,Failed,2025-04-01 20:52:03.485576
T314570,Branch 2,Delhi,2848.29,Transfer,Success,2025-04-04 06:08:20.750559
T423227,Branch 2,Delhi,3632.74,Failed,,2025-04-07 17:51:38.100480
T331289,Branch 2,Delhi,2730.42,Transfer,Success,2025-04-05 13:55:03.989623
T921103,Branch 2,Delhi,1952.04,Failed,Failed,
T217383,Branch 2,Delhi,696.39,Withdrawal,Success,2025-04-07 13:35:11.815846
T839240,Branch 2,Delhi,3628.77,Failed,,2025-04-04 04:26:30.875024
,Branch 2,Delhi,2597.69,Failed,Success,2025-04-01 08:41:58.820616
T961964,Branch 2,Delhi,1456.45,Withdrawal,Failed,2025-04-03 02:45:16.192406
T141464,Branch 2,Delhi,3794.8,Deposit,Failed,2025-04-06 17:16:53.737927
T427689,Branch 2,Delhi,2832.61,,Success,2025-04-06 03:54:02.247769
,Branch 2,Delhi,107.46,Transfer,Failed,2025-04-02 16:18:37.199257
,Branch 2,Delhi,2119.06,Withdrawal,Failed,2025-04-05 20:12:33.639824
T992290,,Delhi,1222.28,Failed,Success,2025-04-04 13:00:10.027535
T568065,Branch 2,Delhi,4531.78,Failed,Failed,2025-04-01 04:26:58.407013
T294940,Branch 2,Delhi,1256.65,Deposit,Failed,2025-04-05 12:41:32.043289
T205879,Branch 2,Delhi,1040.34,Withdrawal,Failed,2025-04-03 11:07:56.456122
T570383,Branch 2,Delhi,2226.62,Withdrawal,Failed,2025-04-05 05:03:47.098292
T257144,Branch 2,Delhi,2375.46,,Failed,2025-04-05 16:13:14.623219
T816308,Branch 2,Delhi,1336.46,Withdrawal,Failed,2025-04-07 00:54:14.695466
,Branch 2,Delhi,1531.02,,Failed,2025-04-05 12:53:46.101322
T538905,Branch 2,Delhi,2949.41,Deposit,,2025-04-07 10:25:12.084159
,Branch 2,Delhi,2810.28,Deposit,Failed,2025-04-05 05:14:49.780181
T919745,Branch 2,Delhi,2317.59,Deposit,Success,2025-04-02 03:01:14.176528
,Branch 2,Delhi,4290.08,Failed,Failed,2025-04-03 19:53:33.954897
T694179,Branch 2,Delhi,3777.76,Transfer,Failed,2025-04-03 09:27:27.054691
T231109,Branch 2,Delhi,575.04,Withdrawal,Failed,2025-04-07 06:59:50.115112
T399016,Branch 2,Delhi,3157.03,Withdrawal,Failed,2025-04-03 10:45:37.868357
T928980,Branch 2,Delhi,3721.83,Failed,Failed,2025-04-01 06:42:12.524406
T569234,Branch 2,Delhi,1691.0,Deposit,Success,2025-04-02 03:26:04.002862
T576544,Branch 2,Delhi,3316.22,Failed,Failed,2025-04-02 20:22:26.910846
T754387,Branch 2,Delhi,4037.06,Failed,Failed,
T237048,,Delhi,1458.57,Transfer,Failed,2025-04-06 04:17:12.572177
T324085,Branch 2,Delhi,2918.84,Withdrawal,Success,2025-04-01 23:25:13.741221
T786159,Branch 2,Delhi,4276.03,Transfer,,2025-04-02 23:43:15.990827
T858529,Branch 2,,4765.88,Withdrawal,Failed,2025-04-03 20:39:15.673470
T589548,Branch 2,Delhi,4667.25,Failed,Failed,2025-04-05 15:09:24.788912
T812574,Branch 2,Delhi,336.31,Deposit,Failed,2025-04-04 05:21:56.587693
T411286,Branch 2,Delhi,2212.45,Transfer,Failed,2025-04-07 22:26:06.765140
T760185,Branch 2,Delhi,1827.35,Transfer,Failed,2025-04-05 12:58:58.361448
T910651,Branch 2,Delhi,653.03,,Failed,2025-04-03 10:07:52.605236
T620969,Branch 2,Delhi,4500.46,,Failed,2025-04-06 12:50:57.134337
T384512,Branch 2,Delhi,2289.95,Withdrawal,Failed,2025-04-02 07:20:20.258566
,Branch 2,Delhi,3608.32,Failed,Success,2025-04-02 10:19:37.501852
T815340,Branch 2,Delhi,1682.13,Transfer,Failed,2025-04-02 10:52:21.194725
T584778,Branch 2,Delhi,4049.98,Transfer,Failed,2025-04-04 04:40:54.349843
T173657,Branch 2,Delhi,4044.71,,Failed,2025-04-06 05:27:56.889348
T398344,Branch 2,Delhi,3723.39,Transfer,Success,2025-04-01 19:38:36.285952
T573652,Branch 2,Delhi,1587.18,Failed,Failed,2025-04-01 05:05:03.407507
T152225,Branch 2,Delhi,3441.22,Withdrawal,Failed,2025-04-05 19:04:12.074851
T220498,Branch 2,Delhi,2250.79,Failed,Success,2025-04-02 05:26:37.736000
T451865,Branch 2,Delhi,3905.66,Deposit,Failed,2025-04-01 00:26:35.679293
T351533,Branch 2,Delhi,1691.81,Failed,Success,2025-04-01 08:12:02.918170
T562513,,Delhi,555.65,Withdrawal,Failed,2025-04-01 05:41:46.156668
T425584,,Delhi,892.87,Failed,Success,2025-04-01 13:29:45.664552
T426054,Branch 2,Delhi,3901.54,Withdrawal,Failed,2025-04-01 11:17:36.838041
,Branch 2,Delhi,1684.72,Transfer,Failed,2025-04-07 07:22:37.082558
T987148,Branch 2,Delhi,3718.98,Failed,Success,2025-04-05 16:54:42.610054
T659655,Branch 2,,3694.06,Transfer,Failed,2025-04-05 19:56:35.304719
T219799,,Delhi,4435.28,Transfer,Success,2025-04-02 01:14:59.438647
T121436,Branch 2,Delhi,698.52,,,2025-04-01 13:50:00.216083
T617235,,Delhi,560.04,,Success,2025-04-02 07:49:42.016814
T782404,Branch 2,Delhi,3772.04,Transfer,Success,2025-04-05 10:03:07.938004
T599369,Branch 2,Delhi,,Withdrawal,Failed,2025-04-01 16:19:17.095756
T553814,Branch 2,Delhi,888.44,Deposit,Failed,2025-04-04 08:45:57.518937
T342091,Branch 2,Delhi,3601.69,Transfer,Failed,2025-04-01 08:03:06.203926
T673782,Branch 2,Delhi,,Failed,Success,2025-04-02 11:04:18.842302
T374349,Branch 2,Delhi,4538.79,,Success,2025-04-02 18:08:20.246521
T695661,Branch 2,Delhi,3248.44,Failed,Success,2025-04-06 14:49:41.027425
T976609,Branch 2,Delhi,3977.14,Deposit,Failed,2025-04-03 03:06:37.760386
T851239,Branch 2,Delhi,2195.13,Failed,,2025-04-01 23:18:38.079067
T178305,Branch 2,Delhi,,Withdrawal,Failed,2025-04-06 05:22:54.654734
T155812,Branch 2,Delhi,4880.96,Failed,Success,2025-04-01 16:23:21.524019
T603748,Branch 2,Delhi,581.98,Withdrawal,,
T948099,Branch 2,Delhi,682.31,Failed,Success,2025-04-05 11:31:36.506668
T630879,Branch 2,Delhi,740.69,Transfer,Failed,2025-04-03 07:43:20.099231
T846730,Branch 2,Delhi,1934.81,Deposit,Failed,
T530992,Branch 2,Delhi,568.97,Failed,Failed,2025-04-04 20:44:27.754460
T583593,Branch 2,Delhi,,Failed,Failed,2025-04-02 04:34:18.642801
T229512,Branch 2,Delhi,964.4,Failed,Success,2025-04-03 16:43:46.301510
T117158,Branch 2,Delhi,3132.44,Failed,Success,2025-04-07 13:29:04.408657
T157245,Branch 2,Delhi,2019.83,,Success,2025-04-02 01:01:14.653206
T632249,Branch 2,Delhi,1291.49,Transfer,Success,2025-04-04 16:08:52.501485
T481083,Branch 2,Delhi,2945.73,Deposit,Success,2025-04-01 19:35:56.103716
T654888,Branch 2,Delhi,134.47,Deposit,Success,2025-04-03 10:41:05.789848
T324128,Branch 2,Delhi,2763.48,Transfer,Failed,2025-04-02 07:04:52.110873
T107345,Branch 2,Delhi,,Failed,Success,2025-04-01 16:00:50.483684
T146510,Branch 2,Delhi,4685.79,Deposit,Failed,2025-04-07 01:40:04.104972
T764337,Branch 2,Delhi,,Deposit,,
T409590,Branch 2,Delhi,1253.76,,,2025-04-07 06:33:08.041015
T679332,Branch 2,,2955.91,Withdrawal,Failed,2025-04-01 23:39:08.459598
T163871,Branch 2,Delhi,3002.04,Transfer,Success,2025-04-04 15:57:08.113803
T229064,Branch 2,Delhi,4789.88,Deposit,Failed,2025-04-07 03:03:27.843174
T817776,Branch 2,Delhi,3969.91,Deposit,Failed,2025-04-02 20:29:21.067184
T348777,Branch 2,Delhi,,Transfer,Failed,2025-04-01 05:58:59.148669
T603288,Branch 2,Delhi,823.38,Transfer,Failed,2025-04-03 18:42:30.226900
T475630,Branch 2,Delhi,,Deposit,Failed,2025-04-02 10:53:54.978190
T267931,Branch 2,Delhi,266.43,Transfer,Failed,2025-04-06 06:30:50.074601
T695133,Branch 2,Delhi,4521.41,Withdrawal,Success,2025-04-07 16:01:45.652938
T871429,,Delhi,1731.05,,Failed,2025-04-05 21:57:53.554529
T320155,Branch 2,Delhi,4662.09,Failed,Failed,2025-04-06 12:04:43.146990
T779187,Branch 2,Delhi,1284.61,Deposit,Success,2025-04-07 20:25:49.794259
T196822,Branch 2,Delhi,4318.57,Deposit,Success,2025-04-01 10:28:36.194272
T710258,Branch 2,Delhi,326.97,Failed,Failed,2025-04-04 14:24:35.909249
T379156,Branch 2,Delhi,3131.79,Deposit,Failed,2025-04-06 21:13:00.517611
T496456,Branch 2,Delhi,790.03,Withdrawal,Success,2025-04-06 13:40:33.913869
T425606,Branch 2,Delhi,2932.94,Deposit,Failed,2025-04-04 17:35:59.664024
,Branch 2,Delhi,,Transfer,Success,2025-04-03 10:46:22.310777
T399412,,Delhi,2570.93,Deposit,Success,2025-04-01 16:18:27.500875
T136687,Branch 2,Delhi,3743.58,Deposit,Success,2025-04-02 12:58:02.993857
T484616,Branch 2,Delhi,3123.85,Failed,Success,2025-04-05 00:44:57.601441
T539550,Branch 2,Delhi,4541.28,Deposit,Failed,2025-04-05 04:43:39.873921
T802453,Branch 2,Delhi,795.07,Failed,Failed,2025-04-07 11:45:59.731090
T816506,Branch 2,Delhi,4322.17,Deposit,Success,2025-04-07 04:03:55.695926
T729464,,Delhi,4356.22,Deposit,,2025-04-01 23:58:45.898665
T496146,Branch 2,Delhi,261.1,Deposit,Failed,2025-04-01 01:41:50.649674
T309005,Branch 2,Delhi,288.08,Transfer,Failed,2025-04-05 19:29:36.064302
T973278,Branch 2,Delhi,504.89,Transfer,Success,2025-04-04 01:51:36.456797
T266212,Branch 2,Delhi,2999.78,Failed,Success,2025-04-01 15:55:23.483885
T519307,Branch 2,Delhi,4061.17,Withdrawal,Success,2025-04-04 05:56:56.211840
T104285,Branch 2,Delhi,1788.89,Transfer,Failed,2025-04-04 03:23:45.478314
T255185,Branch 2,Delhi,705.37,Deposit,Failed,2025-04-07 23:17:36.456837
T391043,Branch 2,Delhi,1292.73,Deposit,Failed,2025-04-01 17:53:20.967898
T279241,Branch 2,Delhi,4453.46,Failed,Success,2025-04-04 02:25:36.947758
T745802,Branch 2,Delhi,1029.77,Failed,Success,2025-04-04 09:54:50.668574
T651800,Branch 2,Delhi,1149.89,Withdrawal,,2025-04-04 03:13:17.589408
,Branch 2,,3749.17,Failed,Success,2025-04-07 15:31:05.078296
T244490,Branch 2,Delhi,2150.99,Failed,Success,2025-04-07 12:14:47.644733
,,Delhi,1198.12,,Success,2025-04-01 23:04:18.891931
T896398,Branch 2,Delhi,2648.23,Transfer,Success,2025-04-06 13:02:01.199276
T603565,Branch 2,Delhi,1455.78,Transfer,Success,2025-04-03 03:09:08.582092
T723369,Branch 2,Delhi,1247.78,Transfer,Success,2025-04-03 15:58:02.530220
T138423,Branch 2,Delhi,103.21,Withdrawal,Failed,2025-04-01 20:44:58.793157
T331765,Branch 2,Delhi,2717.76,Withdrawal,Success,2025-04-04 05:32:22.970048
T475447,Branch 2,Delhi,3208.82,Withdrawal,,2025-04-03 08:46:52.747214
T987328,Branch 2,Delhi,4060.26,Withdrawal,Success,2025-04-04 04:58:20.655598
,Branch 2,Delhi,2588.44,Withdrawal,Success,2025-04-01 04:48:24.294639
T486066,Branch 2,Delhi,1756.04,Deposit,Success,2025-04-05 22:40:06.970800
,Branch 2,Delhi,2017.89,Withdrawal,Failed,2025-04-04 19:17:25.130399
T442999,Branch 2,Delhi,4179.38,,Success,2025-04-05 11:08:20.314080
T582897,Branch 2,Delhi,738.14,Transfer,Failed,2025-04-03 04:47:27.593554
T396984,Branch 2,Delhi,2119.15,Deposit,Failed,2025-04-06 15:12:13.191976
T991447,Branch 2,Delhi,2380.79,Deposit,Failed,2025-04-04 06:33:56.501115
T735897,Branch 2,Delhi,2597.41,Withdrawal,Success,2025-04-04 16:42:34.268912
T868117,Branch 2,Delhi,4105.67,Failed,Failed,2025-04-01 17:08:43.653302
T874896,Branch 2,,2009.38,Failed,Success,2025-04-06 20:31:41.352867
T630198,Branch 2,Delhi,4273.08,Deposit,Success,2025-04-01 15:52:08.942273
T732481,Branch 2,Delhi,669.16,Deposit,Success,2025-04-04 20:47:20.870141
T501075,Branch 2,Delhi,4047.04,Transfer,Success,2025-04-07 21:18:55.730564
T218711,Branch 2,Delhi,4147.62,Failed,Success,2025-04-07 12:32:26.443895
T442528,Branch 2,Delhi,3962.9,Failed,Failed,2025-04-03 10:31:34.659115
,Branch 2,Delhi,1792.38,Failed,Failed,2025-04-05 00:34:01.949000
T550042,Branch 2,Delhi,3609.86,Transfer,Success,2025-04-02 22:45:10.739310
T370786,Branch 2,Delhi,1195.72,Deposit,Failed,
T151179,Branch 2,Delhi,2732.31,Withdrawal,,2025-04-04 16:30:32.375111
T520569,Branch 2,Delhi,,Failed,Success,2025-04-07 11:59:18.697842
T793813,Branch 2,Delhi,225.4,Withdrawal,Failed,2025-04-04 03:06:11.992435
T550836,Branch 2,Delhi,332.18,Transfer,Failed,2025-04-07 02:28:31.944374
T931749,Branch 2,Delhi,1167.4,Withdrawal,Success,
T500876,Branch 2,Delhi,2292.07,,Failed,2025-04-06 05:27:03.447528
T591975,Branch 2,Delhi,2315.75,Transfer,Success,2025-04-04 21:05:51.521077
T866348,Branch 2,Delhi,4971.07,Deposit,Success,2025-04-01 16:58:40.427913
T430637,Branch 2,Delhi,448.93,Failed,Success,2025-04-07 09:31:26.652786
T637611,Branch 2,Delhi,2442.15,,Success,2025-04-03 11:32:21.986321
,,Delhi,2877.54,Transfer,Success,2025-04-04 17:37:32.431920
T774282,Branch 2,Delhi,3027.14,Failed,Success,2025-04-07 02:38:20.178373
